[22 Sep 2020 02:16:20.132]  |void initAppProperty(JSONObject JSONObj) Method from initialize[SharedResources.java:54] called with [null] at 2020-09-22 02:16:20.112
[22 Sep 2020 02:16:23.518]  |	 	 	 void showIssues(String state) Method successfully executed within 0 milisecond.
[22 Sep 2020 02:16:23.518]  |	 	 void loadBugs() Method successfully executed within 20 milisecond.
[22 Sep 2020 02:16:23.518]  |	 void stateChanged(ChangeEvent arg0) Method successfully executed within 378 milisecond.
[22 Sep 2020 02:16:23.558]  |void ActionGUIInit(List tabs) Method successfully executed within 487 milisecond.
[22 Sep 2020 02:16:23.717]  |void setText(String text) Method from <init>[ToastMsg.java:29] called with [Please wait] at 2020-09-22 02:16:23.717
[22 Sep 2020 02:16:23.717]  |	 void setEndLocation(int x,int y) Method from setText[ToastMsg.java:37] called with [0, 0] at 2020-09-22 02:16:23.717
[22 Sep 2020 02:16:23.717]  |	 void setEndLocation(int x,int y) Method successfully executed within 0 milisecond.
[22 Sep 2020 02:16:23.727]  |void setText(String text) Method successfully executed within 10 milisecond.
[22 Sep 2020 02:16:23.727]  |void setLocation(int x,int y) Method from run[BugPanel.java:682] called with [908, 439] at 2020-09-22 02:16:23.727
[22 Sep 2020 02:16:23.727]  |void setLocation(int x,int y) Method successfully executed within 0 milisecond.
[22 Sep 2020 02:16:23.727]  |void showToast() Method from run[BugPanel.java:683] called with [] at 2020-09-22 02:16:23.727
[22 Sep 2020 02:16:23.727]  |void showToast() Method successfully executed within 0 milisecond.
[22 Sep 2020 02:16:23.727]  |StringBuilder HttpGet(String URL) Method from run[BugPanel.java:685] called with [https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues?state=all] at 2020-09-22 02:16:23.727
[22 Sep 2020 02:16:23.737]  |	 void terminationLogic() Method from run[ToastMsg.java:94] called with [] at 2020-09-22 02:16:23.737
[22 Sep 2020 02:16:24.532]  |	 StringBuilder HttpGet(String URL) Method successfully executed within 785 milisecond and returned  [{"url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/15","repository_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy","labels_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/15/labels{/name}","comments_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/15/comments","events_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/15/events","html_url":"https://github.com/souvik-sarkar-98/CaptureEasy/issues/15","id":705898379,"node_id":"MDU6SXNzdWU3MDU4OTgzNzk=","number":15,"title":"tdthf","user":{"login":"CaptureEasyUser","id":71650165,"node_id":"MDQ6VXNlcjcxNjUwMTY1","avatar_url":"https://avatars2.githubusercontent.com/u/71650165?v=4","gravatar_id":"","url":"https://api.github.com/users/CaptureEasyUser","html_url":"https://github.com/CaptureEasyUser","followers_url":"https://api.github.com/users/CaptureEasyUser/followers","following_url":"https://api.github.com/users/CaptureEasyUser/following{/other_user}","gists_url":"https://api.github.com/users/CaptureEasyUser/gists{/gist_id}","starred_url":"https://api.github.com/users/CaptureEasyUser/starred{/owner}{/repo}","subscriptions_url":"https://api.github.com/users/CaptureEasyUser/subscriptions","organizations_url":"https://api.github.com/users/CaptureEasyUser/orgs","repos_url":"https://api.github.com/users/CaptureEasyUser/repos","events_url":"https://api.github.com/users/CaptureEasyUser/events{/privacy}","received_events_url":"https://api.github.com/users/CaptureEasyUser/received_events","type":"User","site_admin":false},"labels":[],"state":"open","locked":false,"assignee":null,"assignees":[],"milestone":null,"comments":1,"created_at":"2020-09-21T20:36:06Z","updated_at":"2020-09-21T20:43:01Z","closed_at":null,"author_association":"CONTRIBUTOR","active_lock_reason":null,"body":"This Issue faced by User(24360)tt","performed_via_github_app":null},{"url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/14","repository_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy","labels_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/14/labels{/name}","comments_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/14/comments","events_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/14/events","html_url":"https://github.com/souvik-sarkar-98/CaptureEasy/issues/14","id":705802670,"node_id":"MDU6SXNzdWU3MDU4MDI2NzA=","number":14,"title":"ok google ","user":{"login":"CaptureEasyUser","id":71650165,"node_id":"MDQ6VXNlcjcxNjUwMTY1","avatar_url":"https://avatars2.githubusercontent.com/u/71650165?v=4","gravatar_id":"","url":"https://api.github.com/users/CaptureEasyUser","html_url":"https://github.com/CaptureEasyUser","followers_url":"https://api.github.com/users/CaptureEasyUser/followers","following_url":"https://api.github.com/users/CaptureEasyUser/following{/other_user}","gists_url":"https://api.github.com/users/CaptureEasyUser/gists{/gist_id}","starred_url":"https://api.github.com/users/CaptureEasyUser/starred{/owner}{/repo}","subscriptions_url":"https://api.github.com/users/CaptureEasyUser/subscriptions","organizations_url":"https://api.github.com/users/CaptureEasyUser/orgs","repos_url":"https://api.github.com/users/CaptureEasyUser/repos","events_url":"https://api.github.com/users/CaptureEasyUser/events{/privacy}","received_events_url":"https://api.github.com/users/CaptureEasyUser/received_events","type":"User","site_admin":false},"labels":[],"state":"closed","locked":false,"assignee":null,"assignees":[],"milestone":null,"comments":1,"created_at":"2020-09-21T17:57:28Z","updated_at":"2020-09-21T20:17:07Z","closed_at":"2020-09-21T18:48:27Z","author_association":"CONTRIBUTOR","active_lock_reason":null,"body":"facing issues","performed_via_github_app":null},{"url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/13","repository_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy","labels_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/13/labels{/name}","comments_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/13/comments","events_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/13/events","html_url":"https://github.com/souvik-sarkar-98/CaptureEasy/issues/13","id":705781548,"node_id":"MDU6SXNzdWU3MDU3ODE1NDg=","number":13,"title":"test","user":{"login":"CaptureEasyUser","id":71650165,"node_id":"MDQ6VXNlcjcxNjUwMTY1","avatar_url":"https://avatars2.githubusercontent.com/u/71650165?v=4","gravatar_id":"","url":"https://api.github.com/users/CaptureEasyUser","html_url":"https://github.com/CaptureEasyUser","followers_url":"https://api.github.com/users/CaptureEasyUser/followers","following_url":"https://api.github.com/users/CaptureEasyUser/following{/other_user}","gists_url":"https://api.github.com/users/CaptureEasyUser/gists{/gist_id}","starred_url":"https://api.github.com/users/CaptureEasyUser/starred{/owner}{/repo}","subscriptions_url":"https://api.github.com/users/CaptureEasyUser/subscriptions","organizations_url":"https://api.github.com/users/CaptureEasyUser/orgs","repos_url":"https://api.github.com/users/CaptureEasyUser/repos","events_url":"https://api.github.com/users/CaptureEasyUser/events{/privacy}","received_events_url":"https://api.github.com/users/CaptureEasyUser/received_events","type":"User","site_admin":false},"labels":[],"state":"open","locked":false,"assignee":null,"assignees":[],"milestone":null,"comments":3,"created_at":"2020-09-21T17:22:45Z","updated_at":"2020-09-21T19:50:32Z","closed_at":null,"author_association":"CONTRIBUTOR","active_lock_reason":null,"body":"Test\r\n[PROCESS_LOG_12592.log](https://github.com/souvik-sarkar-98/CaptureEasy/files/5257017/PROCESS_LOG_12592.log)\r\n","performed_via_github_app":null},{"url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/12","repository_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy","labels_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/12/labels{/name}","comments_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/12/comments","events_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/12/events","html_url":"https://github.com/souvik-sarkar-98/CaptureEasy/pull/12","id":705756463,"node_id":"MDExOlB1bGxSZXF1ZXN0NDkwNDI3Mzgw","number":12,"title":"update","user":{"login":"CaptureEasyUser","id":71650165,"node_id":"MDQ6VXNlcjcxNjUwMTY1","avatar_url":"https://avatars2.githubusercontent.com/u/71650165?v=4","gravatar_id":"","url":"https://api.github.com/users/CaptureEasyUser","html_url":"https://github.com/CaptureEasyUser","followers_url":"https://api.github.com/users/CaptureEasyUser/followers","following_url":"https://api.github.com/users/CaptureEasyUser/following{/other_user}","gists_url":"https://api.github.com/users/CaptureEasyUser/gists{/gist_id}","starred_url":"https://api.github.com/users/CaptureEasyUser/starred{/owner}{/repo}","subscriptions_url":"https://api.github.com/users/CaptureEasyUser/subscriptions","organizations_url":"https://api.github.com/users/CaptureEasyUser/orgs","repos_url":"https://api.github.com/users/CaptureEasyUser/repos","events_url":"https://api.github.com/users/CaptureEasyUser/events{/privacy}","received_events_url":"https://api.github.com/users/CaptureEasyUser/received_events","type":"User","site_admin":false},"labels":[],"state":"closed","locked":false,"assignee":null,"assignees":[],"milestone":null,"comments":0,"created_at":"2020-09-21T16:43:04Z","updated_at":"2020-09-21T16:44:22Z","closed_at":"2020-09-21T16:44:21Z","author_association":"CONTRIBUTOR","active_lock_reason":null,"pull_request":{"url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/pulls/12","html_url":"https://github.com/souvik-sarkar-98/CaptureEasy/pull/12","diff_url":"https://github.com/souvik-sarkar-98/CaptureEasy/pull/12.diff","patch_url":"https://github.com/souvik-sarkar-98/CaptureEasy/pull/12.patch"},"body":"","performed_via_github_app":null},{"url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/5","repository_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy","labels_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/5/labels{/name}","comments_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/5/comments","events_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/5/events","html_url":"https://github.com/souvik-sarkar-98/CaptureEasy/issues/5","id":694258160,"node_id":"MDU6SXNzdWU2OTQyNTgxNjA=","number":5,"title":"ok google","user":{"login":"souvik-sarkar-98","id":59085419,"node_id":"MDQ6VXNlcjU5MDg1NDE5","avatar_url":"https://avatars2.githubusercontent.com/u/59085419?v=4","gravatar_id":"","url":"https://api.github.com/users/souvik-sarkar-98","html_url":"https://github.com/souvik-sarkar-98","followers_url":"https://api.github.com/users/souvik-sarkar-98/followers","following_url":"https://api.github.com/users/souvik-sarkar-98/following{/other_user}","gists_url":"https://api.github.com/users/souvik-sarkar-98/gists{/gist_id}","starred_url":"https://api.github.com/users/souvik-sarkar-98/starred{/owner}{/repo}","subscriptions_url":"https://api.github.com/users/souvik-sarkar-98/subscriptions","organizations_url":"https://api.github.com/users/souvik-sarkar-98/orgs","repos_url":"https://api.github.com/users/souvik-sarkar-98/repos","events_url":"https://api.github.com/users/souvik-sarkar-98/events{/privacy}","received_events_url":"https://api.github.com/users/souvik-sarkar-98/received_events","type":"User","site_admin":false},"labels":[],"state":"open","locked":false,"assignee":null,"assignees":[],"milestone":null,"comments":0,"created_at":"2020-09-06T05:34:05Z","updated_at":"2020-09-06T05:38:04Z","closed_at":null,"author_association":"OWNER","active_lock_reason":null,"body":"facing issues","performed_via_github_app":null},{"url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/4","repository_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy","labels_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/4/labels{/name}","comments_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/4/comments","events_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/4/events","html_url":"https://github.com/souvik-sarkar-98/CaptureEasy/issues/4","id":694252792,"node_id":"MDU6SXNzdWU2OTQyNTI3OTI=","number":4,"title":"ok google","user":{"login":"souvik-sarkar-98","id":59085419,"node_id":"MDQ6VXNlcjU5MDg1NDE5","avatar_url":"https://avatars2.githubusercontent.com/u/59085419?v=4","gravatar_id":"","url":"https://api.github.com/users/souvik-sarkar-98","html_url":"https://github.com/souvik-sarkar-98","followers_url":"https://api.github.com/users/souvik-sarkar-98/followers","following_url":"https://api.github.com/users/souvik-sarkar-98/following{/other_user}","gists_url":"https://api.github.com/users/souvik-sarkar-98/gists{/gist_id}","starred_url":"https://api.github.com/users/souvik-sarkar-98/starred{/owner}{/repo}","subscriptions_url":"https://api.github.com/users/souvik-sarkar-98/subscriptions","organizations_url":"https://api.github.com/users/souvik-sarkar-98/orgs","repos_url":"https://api.github.com/users/souvik-sarkar-98/repos","events_url":"https://api.github.com/users/souvik-sarkar-98/events{/privacy}","received_events_url":"https://api.github.com/users/souvik-sarkar-98/received_events","type":"User","site_admin":false},"labels":[],"state":"open","locked":false,"assignee":null,"assignees":[],"milestone":null,"comments":0,"created_at":"2020-09-06T05:04:48Z","updated_at":"2020-09-06T05:04:48Z","closed_at":null,"author_association":"OWNER","active_lock_reason":null,"body":"facing issues","performed_via_github_app":null},{"url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/3","repository_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy","labels_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/3/labels{/name}","comments_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/3/comments","events_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/3/events","html_url":"https://github.com/souvik-sarkar-98/CaptureEasy/issues/3","id":694251186,"node_id":"MDU6SXNzdWU2OTQyNTExODY=","number":3,"title":"ok google","user":{"login":"souvik-sarkar-98","id":59085419,"node_id":"MDQ6VXNlcjU5MDg1NDE5","avatar_url":"https://avatars2.githubusercontent.com/u/59085419?v=4","gravatar_id":"","url":"https://api.github.com/users/souvik-sarkar-98","html_url":"https://github.com/souvik-sarkar-98","followers_url":"https://api.github.com/users/souvik-sarkar-98/followers","following_url":"https://api.github.com/users/souvik-sarkar-98/following{/other_user}","gists_url":"https://api.github.com/users/souvik-sarkar-98/gists{/gist_id}","starred_url":"https://api.github.com/users/souvik-sarkar-98/starred{/owner}{/repo}","subscriptions_url":"https://api.github.com/users/souvik-sarkar-98/subscriptions","organizations_url":"https://api.github.com/users/souvik-sarkar-98/orgs","repos_url":"https://api.github.com/users/souvik-sarkar-98/repos","events_url":"https://api.github.com/users/souvik-sarkar-98/events{/privacy}","received_events_url":"https://api.github.com/users/souvik-sarkar-98/received_events","type":"User","site_admin":false},"labels":[],"state":"closed","locked":false,"assignee":null,"assignees":[],"milestone":null,"comments":1,"created_at":"2020-09-06T04:55:26Z","updated_at":"2020-09-06T04:58:52Z","closed_at":"2020-09-06T04:58:47Z","author_association":"OWNER","active_lock_reason":null,"body":"facing issues","performed_via_github_app":null},{"url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/2","repository_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy","labels_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/2/labels{/name}","comments_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/2/comments","events_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/2/events","html_url":"https://github.com/souvik-sarkar-98/CaptureEasy/issues/2","id":694250230,"node_id":"MDU6SXNzdWU2OTQyNTAyMzA=","number":2,"title":"Imported from some other system","user":{"login":"souvik-sarkar-98","id":59085419,"node_id":"MDQ6VXNlcjU5MDg1NDE5","avatar_url":"https://avatars2.githubusercontent.com/u/59085419?v=4","gravatar_id":"","url":"https://api.github.com/users/souvik-sarkar-98","html_url":"https://github.com/souvik-sarkar-98","followers_url":"https://api.github.com/users/souvik-sarkar-98/followers","following_url":"https://api.github.com/users/souvik-sarkar-98/following{/other_user}","gists_url":"https://api.github.com/users/souvik-sarkar-98/gists{/gist_id}","starred_url":"https://api.github.com/users/souvik-sarkar-98/starred{/owner}{/repo}","subscriptions_url":"https://api.github.com/users/souvik-sarkar-98/subscriptions","organizations_url":"https://api.github.com/users/souvik-sarkar-98/orgs","repos_url":"https://api.github.com/users/souvik-sarkar-98/repos","events_url":"https://api.github.com/users/souvik-sarkar-98/events{/privacy}","received_events_url":"https://api.github.com/users/souvik-sarkar-98/received_events","type":"User","site_admin":false},"labels":[],"state":"open","locked":false,"assignee":null,"assignees":[],"milestone":null,"comments":0,"created_at":"2020-09-06T04:49:21Z","updated_at":"2020-09-06T04:49:21Z","closed_at":null,"author_association":"OWNER","active_lock_reason":null,"body":"...","performed_via_github_app":null},{"url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/1","repository_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy","labels_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/1/labels{/name}","comments_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/1/comments","events_url":"https://api.github.com/repos/souvik-sarkar-98/CaptureEasy/issues/1/events","html_url":"https://github.com/souvik-sarkar-98/CaptureEasy/issues/1","id":694249945,"node_id":"MDU6SXNzdWU2OTQyNDk5NDU=","number":1,"title":"Imported from some other system","user":{"login":"souvik-sarkar-98","id":59085419,"node_id":"MDQ6VXNlcjU5MDg1NDE5","avatar_url":"https://avatars2.githubusercontent.com/u/59085419?v=4","gravatar_id":"","url":"https://api.github.com/users/souvik-sarkar-98","html_url":"https://github.com/souvik-sarkar-98","followers_url":"https://api.github.com/users/souvik-sarkar-98/followers","following_url":"https://api.github.com/users/souvik-sarkar-98/following{/other_user}","gists_url":"https://api.github.com/users/souvik-sarkar-98/gists{/gist_id}","starred_url":"https://api.github.com/users/souvik-sarkar-98/starred{/owner}{/repo}","subscriptions_url":"https://api.github.com/users/souvik-sarkar-98/subscriptions","organizations_url":"https://api.github.com/users/souvik-sarkar-98/orgs","repos_url":"https://api.github.com/users/souvik-sarkar-98/repos","events_url":"https://api.github.com/users/souvik-sarkar-98/events{/privacy}","received_events_url":"https://api.github.com/users/souvik-sarkar-98/received_events","type":"User","site_admin":false},"labels":[],"state":"open","locked":false,"assignee":null,"assignees":[],"milestone":null,"comments":0,"created_at":"2020-09-06T04:47:51Z","updated_at":"2020-09-06T04:47:51Z","closed_at":null,"author_association":"OWNER","active_lock_reason":null,"body":null,"performed_via_github_app":null}]
.
[22 Sep 2020 02:16:24.602]  |void terminationLogic() Method successfully executed within 875 milisecond.
[22 Sep 2020 02:16:24.742]  |void unloadMenu() Method from mouseClicked[BugPanel.java:224] called with [] at 2020-09-22 02:16:24.742
[22 Sep 2020 02:16:24.742]  |void unloadMenu() Method successfully executed within 0 milisecond.
[22 Sep 2020 02:16:24.742]  |void unloadBugs() Method from mouseClicked[BugPanel.java:225] called with [] at 2020-09-22 02:16:24.742
[22 Sep 2020 02:16:24.742]  |void unloadBugs() Method successfully executed within 0 milisecond.
[22 Sep 2020 02:16:24.752]  |void loadNewBug() Method from mouseClicked[BugPanel.java:226] called with [] at 2020-09-22 02:16:24.752
[22 Sep 2020 02:16:25.294]  |void loadNewBug() Method successfully executed within 542 milisecond.
[22 Sep 2020 02:16:29.746]  |void PopUpInit(String title,String PopUpType,String text,String OkButton_Text,String cancelButton_Text) Method from <init>[PopUp.java:63] called with [Enter comment, comment, , Done, Cancel] at 2020-09-22 02:16:29.746
[22 Sep 2020 02:16:29.806]  |void PopUpInit(String title,String PopUpType,String text,String OkButton_Text,String cancelButton_Text) Method successfully executed within 60 milisecond.
[22 Sep 2020 02:16:34.051]  |JTextArea access$2(BugPanel arg0) Method from actionPerformed[BugPanel.java:501] called with [app.captureEasy.UI.BugPanel@642182a0] at 2020-09-22 02:16:34.051
[22 Sep 2020 02:16:34.051]  |JTextArea access$2(BugPanel arg0) Method successfully executed within 0 milisecond and returned  javax.swing.JTextArea[,0,0,279x57,layout=javax.swing.plaf.basic.BasicTextUI$UpdateHandler,alignmentX=0.0,alignmentY=0.0,border=javax.swing.plaf.basic.BasicBorders$MarginBorder@f3908da,flags=296,maximumSize=,minimumSize=,preferredSize=,caretColor=sun.swing.PrintColorUIResource[r=51,g=51,b=51],disabledTextColor=javax.swing.plaf.ColorUIResource[r=184,g=207,b=229],editable=false,margin=javax.swing.plaf.InsetsUIResource[top=0,left=0,bottom=0,right=0],selectedTextColor=sun.swing.PrintColorUIResource[r=51,g=51,b=51],selectionColor=javax.swing.plaf.ColorUIResource[r=184,g=207,b=229],colums=0,columWidth=0,rows=0,rowHeight=0,word=false,wrap=true].
[22 Sep 2020 02:16:34.051]  |JTextArea access$2(BugPanel arg0) Method from actionPerformed[BugPanel.java:501] called with [app.captureEasy.UI.BugPanel@642182a0] at 2020-09-22 02:16:34.051
[22 Sep 2020 02:16:34.051]  |JTextArea access$2(BugPanel arg0) Method successfully executed within 0 milisecond and returned  javax.swing.JTextArea[,0,0,279x57,layout=javax.swing.plaf.basic.BasicTextUI$UpdateHandler,alignmentX=0.0,alignmentY=0.0,border=javax.swing.plaf.basic.BasicBorders$MarginBorder@f3908da,flags=296,maximumSize=,minimumSize=,preferredSize=,caretColor=sun.swing.PrintColorUIResource[r=51,g=51,b=51],disabledTextColor=javax.swing.plaf.ColorUIResource[r=184,g=207,b=229],editable=false,margin=javax.swing.plaf.InsetsUIResource[top=0,left=0,bottom=0,right=0],selectedTextColor=sun.swing.PrintColorUIResource[r=51,g=51,b=51],selectionColor=javax.swing.plaf.ColorUIResource[r=184,g=207,b=229],colums=0,columWidth=0,rows=0,rowHeight=0,word=false,wrap=true].
[22 Sep 2020 02:16:34.051]  |int getUniqueId() Method from actionPerformed[BugPanel.java:501] called with [] at 2020-09-22 02:16:34.051
[22 Sep 2020 02:16:34.051]  |int getUniqueId() Method successfully executed within 0 milisecond and returned  24360.
[22 Sep 2020 02:16:34.051]  |int getUniqueId() Method from actionPerformed[BugPanel.java:504] called with [] at 2020-09-22 02:16:34.051
[22 Sep 2020 02:16:34.051]  |int getUniqueId() Method successfully executed within 0 milisecond and returned  24360.
[22 Sep 2020 02:16:34.061]  |JSONArray access$3(BugPanel arg0) Method from actionPerformed[BugPanel.java:506] called with [app.captureEasy.UI.BugPanel@642182a0] at 2020-09-22 02:16:34.051
[22 Sep 2020 02:16:34.061]  |JSONArray access$3(BugPanel arg0) Method successfully executed within 10 milisecond and returned  [].
[22 Sep 2020 02:16:40.370]  |JButton access$1(BugPanel arg0) Method from actionPerformed[BugPanel.java:446] called with [app.captureEasy.UI.BugPanel@642182a0] at 2020-09-22 02:16:40.36
[22 Sep 2020 02:16:40.370]  |JButton access$1(BugPanel arg0) Method successfully executed within 10 milisecond and returned  javax.swing.JButton[,369,200,30x35,alignmentX=0.0,alignmentY=0.5,border=javax.swing.plaf.BorderUIResource$CompoundBorderUIResource@5088882e,flags=296,maximumSize=,minimumSize=,preferredSize=,defaultIcon=javax.swing.ImageIcon@10de3937,disabledIcon=,disabledSelectedIcon=,margin=javax.swing.plaf.InsetsUIResource[top=2,left=14,bottom=2,right=14],paintBorder=true,paintFocus=true,pressedIcon=,rolloverEnabled=true,rolloverIcon=,rolloverSelectedIcon=,selectedIcon=,text=,defaultCapable=true].
[22 Sep 2020 02:16:46.330]  |JButton access$1(BugPanel arg0) Method from actionPerformed[BugPanel.java:446] called with [app.captureEasy.UI.BugPanel@642182a0] at 2020-09-22 02:16:46.33
